Entity,CodeYear,Population (historical estimates),ROUND GDP,GDP/POPULATION,EDU Exp. Per Person Absolute
Netherlands,NLD2014,16954080,892167986714,52623,2873
Netherlands,NLD2015,17041110,765572770634,44925,2403
Netherlands,NLD2016,17124512,784060430240,45786,2509
Netherlands,NLD2017,17207204,833869641687,48460,2508
Netherlands,NLD2018,17286042,914043438180,52878,2833
Netherlands,NLD2019,17363260,910194347569,52421,2705
Netherlands,NLD2020,17434562,909793466661,52183,2830
Netherlands,NLD2021,17501696,1029678338329,58833,2971
New Zealand,NZL2009,4302884,121373602349,28208,1846
New Zealand,NZL2010,4346345,146517541181,33711,2224
New Zealand,NZL2011,4381274,168295307149,38412,2516
New Zealand,NZL2012,4410285,176210710655,39954,2609
New Zealand,NZL2013,4450641,190909855416,42895,2526
New Zealand,NZL2014,4514198,201337554959,44601,2709
New Zealand,NZL2015,4590591,178104220785,38798,2215
New Zealand,NZL2016,4668088,188898209220,40466,2229
New Zealand,NZL2017,4746253,206566916732,43522,2298
New Zealand,NZL2018,4838528,211846555691,43783,2273
New Zealand,NZL2019,4959033,212846907683,42921,2220
New Zealand,NZL2020,5061130,212697530898,42026,2377
New Zealand,NZL2021,5129730,253644079785,49446,2740
Nicaragua,NIC2000,5123223,5109583827,997,30
Nicaragua,NIC2002,5259017,5223736466,993,24
Nicaragua,NIC2003,5323064,5322243502,1000,24
Nicaragua,NIC2010,5855736,8758592272,1496,67
Nicaragua,NIC2014,6208680,11880434071,1914,78
Nicaragua,NIC2015,6298610,12756706583,2025,83
Nicaragua,NIC2016,6389237,13286118584,2079,85
Nicaragua,NIC2017,6480534,13785943183,2127,93
Nicaragua,NIC2018,6572234,13025239912,1982,89
Nicaragua,NIC2019,6663919,12699046245,1906,88
Nicaragua,NIC2020,6755900,12681548304,1877,86
Niger,NER2000,11622673,2241753193,193,5
Niger,NER2001,12031431,2448714704,204,5
Niger,NER2002,12456520,2782192879,223,5
Niger,NER2003,12900793,3394084732,263,5
Niger,NER2006,14365171,4756361252,331,8
Niger,NER2007,14897877,5731485052,385,12
Niger,NER2008,15455181,7297600226,472,13
Niger,NER2009,16037917,7352131310,458,15
Niger,NER2010,16647545,7851192502,472,13
Niger,NER2011,17283118,8772950778,508,16
Niger,NER2012,17954410,9426912648,525,17
Niger,NER2013,18653204,10224897438,548,20
Niger,NER2014,19372012,10862943544,561,29
Niger,NER2015,20128132,9683867926,481,22
Niger,NER2016,20921748,10398861982,497,15
Niger,NER2017,21737924,11185104252,515,13
Niger,NER2018,22577060,12837307497,569,20
Niger,NER2019,23443400,12889555561,550,19
Niger,NER2020,24333644,13744653103,565,22
Niger,NER2021,25252722,14915002436,591,23
North Macedonia,MKD2002,2064739,4018365747,1946,64
Norway,NOR2000,4491204,171457201936,38176,2466
Norway,NOR2001,4514019,174239354071,38600,2633
Norway,NOR2002,4538435,195914852576,43168,3204
Norway,NOR2003,4565167,229385469337,50247,3718
Norway,NOR2004,4592284,265268662473,57764,4204
Norway,NOR2005,4623691,309978579744,67041,4586
Norway,NOR2006,4661081,346915160682,74428,4732
Norway,NOR2007,4709582,402643260488,85494,5563
Norway,NOR2008,4768654,464917553191,97495,6093
Norway,NOR2009,4829195,387976400617,80340,5681
Norway,NOR2010,4889747,431052143940,88154,5916
Norway,NOR2011,4953565,501360549669,101212,6493
Norway,NOR2012,5019058,512777309841,102166,7486
Norway,NOR2013,5080667,526014468085,103533,7702
Norway,NOR2014,5137926,501736471833,97654,7465
Norway,NOR2015,5190357,388159512246,74785,5626
Norway,NOR2016,5236591,370956547619,70839,5656
Norway,NOR2017,5277396,401745275035,76126,5973
Norway,NOR2018,5312321,439788625884,82787,6288
Norway,NOR2019,5348285,408742840909,76425,6010
Norway,NOR2020,5379836,367633418887,68335,5722
Norway,NOR2021,5403021,503367986030,93164,4621
Oman,OMN2000,2344261,19507452536,8321,266
Oman,OMN2001,2374655,19452000520,8192,329
Oman,OMN2002,2403663,20142756047,8380,362
Oman,OMN2003,2431603,21633708192,8897,347
Oman,OMN2004,2468860,24763712874,10030,404
Oman,OMN2005,2515202,31081991678,12358,435
Oman,OMN2006,2560652,37215779714,14534,561
Oman,OMN2009,2697543,48388363589,17938,751
Oman,OMN2013,3816688,89936020806,23564,1026
Pakistan,PAK2000,154369920,99484802345,644,12
Pakistan,PAK2004,170648624,132216048339,775,14
Pakistan,PAK2005,174372096,145208562961,833,17
Pakistan,PAK2006,178069984,161871385506,909,22
Pakistan,PAK2007,181924528,184140869997,1012,27
Pakistan,PAK2008,185931952,202203748584,1088,30
Pakistan,PAK2009,190123232,187337783856,985,26
Pakistan,PAK2010,194454496,196709621850,1012,23
Pakistan,PAK2011,198602736,230586581060,1161,26
Pakistan,PAK2012,202205856,250106966105,1237,26
Pakistan,PAK2013,205337552,258657231672,1260,31
Pakistan,PAK2014,208251632,271390474858,1303,32
Pakistan,PAK2015,210969296,299963590535,1422,38
Pakistan,PAK2016,213524848,313630000130,1469,36
Pakistan,PAK2017,216379648,339205534861,1568,34
Pakistan,PAK2018,219731488,356128166705,1621,38
Pakistan,PAK2019,223293280,320909472771,1437,32
Pakistan,PAK2020,227196736,300425609818,1322,27
Pakistan,PAK2021,231402112,348516647445,1506,25
Palau,PLW2000,19745,149535828,7573,607
Palau,PLW2001,19852,159453506,8032,619
Palau,PLW2002,19875,162665543,8184,616
Panama,PAN2000,3001738,12304115000,4099,195
Panama,PAN2001,3061029,12502013400,4084,168
Panama,PAN2002,3120993,12994310400,4164,175
Panama,PAN2003,3181620,13693981200,4304,179
Panama,PAN2004,3243310,15013381700,4629,166
Panama,PAN2008,3495284,25155888600,7197,252
Panama,PAN2011,3688679,34686224300,9403,297
Panama,PAN2014,3888795,49921400000,12837,362
Panama,PAN2015,3957102,54091800000,13670,414
Panama,PAN2016,4026338,57907700000,14382,443
Panama,PAN2017,4096071,62202700000,15186,452
Panama,PAN2018,4165258,67294169200,16156,470
Panama,PAN2019,4232538,69721787500,16473,510
Panama,PAN2020,4294391,57086836900,13293,481
Panama,PAN2021,4351264,67406738100,15491,506
Papua New Guinea,PNG2017,9114803,22742699138,2495,49
Papua New Guinea,PNG2018,9329233,24109780708,2584,48
Paraguay,PRY2000,5123817,8855705140,1728,73
Paraguay,PRY2001,5211540,8495806432,1630,62
Paraguay,PRY2002,5286515,7196260657,1361,46
Paraguay,PRY2003,5353260,7691367471,1437,49
Paraguay,PRY2004,5416327,9624440836,1777,51
Paraguay,PRY2007,5590148,17856393235,3194,88
Paraguay,PRY2010,5768618,27260886405,4726,131
Paraguay,PRY2011,5843938,33756238767,5776,213
Paraguay,PRY2012,5923327,33271921136,5617,206
Paraguay,PRY2016,6266623,36089700223,5759,198
Paraguay,PRY2020,6618700,35432178068,5353,211
Paraguay,PRY2021,6703802,39950899939,5959,203
Peru,PER2000,26654440,51744749133,1941,63
Peru,PER2001,27014912,52030158775,1926,58
Peru,PER2002,27334510,54777553515,2004,57
Peru,PER2003,27623344,58731030122,2126,62
Peru,PER2004,27893914,66768703498,2394,71
Peru,PER2005,28147260,76060606061,2702,77
Peru,PER2006,28381080,88643193062,3123,83
Peru,PER2007,28600380,102170981144,3572,94
Peru,PER2008,28806184,120550599815,4185,120
Peru,PER2009,29009326,120822986521,4165,131
Peru,PER2010,29229576,147527631521,5047,145
Peru,PER2011,29477722,171761737047,5827,155
Peru,PER2012,29749592,192650021649,6476,189
Peru,PER2013,30038810,201175543571,6697,221
Peru,PER2014,30353956,200786250583,6615,244
Peru,PER2015,30711864,189802976286,6180,245
Peru,PER2016,31132776,191898104390,6164,235
Peru,PER2017,31605488,211007984081,6676,262
Peru,PER2018,32203946,222597009739,6912,257
Peru,PER2019,32824864,228346006004,6956,266
Peru,PER2020,33304768,201409694756,6047,257
Peru,PER2021,33715464,226354278281,6714,267
Philippines,PHL2000,77958224,83669788255,1073,34
Philippines,PHL2001,79626088,78921234458,991,29
Philippines,PHL2002,81285576,84307345888,1037,30
Philippines,PHL2003,82942840,87039092974,1049,31
Philippines,PHL2004,84607504,95001999685,1123,28
Philippines,PHL2005,86261248,107419977318,1245,29
Philippines,PHL2006,87901832,127652926368,1452,35
Philippines,PHL2007,89561376,155980408673,1742,43
Philippines,PHL2008,91252328,181624626327,1990,51
Philippines,PHL2009,92946952,175974755881,1893,48
Philippines,PHL2014,101325208,297483555345,2936,86
Philippines,PHL2015,103031360,306445871247,2974,105
Philippines,PHL2016,104875272,318627003013,3038,92
Philippines,PHL2017,106738496,328480736799,3077,122
Philippines,PHL2018,108568832,346841896584,3195,123
Philippines,PHL2019,110380800,376823402245,3414,115
Philippines,PHL2020,112190984,361751145452,3224,125
Philippines,PHL2021,113880336,394087359848,3461,134
Poland,POL2000,38504432,172220451787,4473,223
Poland,POL2001,38662860,190905493539,4938,263
Poland,POL2002,38647476,199070448695,5151,277
Poland,POL2003,38621536,217828661057,5640,300
Poland,POL2004,38596040,255107252159,6610,354
Poland,POL2005,38575912,306145944825,7936,431
Poland,POL2006,38547180,344626667414,8940,466
Poland,POL2007,38521868,429020755433,11137,542
Poland,POL2008,38522884,533599779516,13852,698
Poland,POL2009,38555288,439731589139,11405,569
Poland,POL2010,38597356,475696613936,12325,629
Poland,POL2011,38620848,524374183218,13577,660
Poland,POL2012,38625872,495230523666,12821,623
Poland,POL2013,38607352,515761954074,13359,671
Poland,POL2014,38581880,539080475074,13972,694
Poland,POL2015,38553148,477111287969,12375,596
Poland,POL2016,38532108,470024599376,12198,568
Poland,POL2017,38532816,524641252835,13615,623
Poland,POL2018,38521464,588779796424,15284,704
Poland,POL2019,38493600,596058473059,15485,724
Poland,POL2020,38428368,599442732365,15599,757
Poland,POL2021,38307724,681346077609,17786,875
Portugal,PRT2000,10300632,118605192877,11514,595
Portugal,PRT2001,10371815,121604107165,11724,626
Portugal,PRT2002,10430913,134795565549,12923,680
Portugal,PRT2003,10473345,165226175537,15776,833
Portugal,PRT2004,10501523,189382122532,18034,910
Portugal,PRT2005,10523314,197253876705,18744,951
Portugal,PRT2006,10543946,208756449276,19799,972
Portugal,PRT2007,10565547,240496147317,22762,1120
Portugal,PRT2008,10580963,263416394624,24895,1169
Portugal,PRT2009,10591341,244667762836,23101,1285
Portugal,PRT2010,10588401,238113003233,22488,1217
Portugal,PRT2011,10564820,245117990242,23201,1189
Portugal,PRT2012,10522085,216224240578,20550,1017
Portugal,PRT2013,10464537,226433858006,21638,1141
Portugal,PRT2014,10408379,229901964222,22088,1132
Portugal,PRT2015,10365436,199394066525,19236,940
Portugal,PRT2016,10332751,206426152309,19978,953
Portugal,PRT2017,10307528,221357874719,21475,1077
Portugal,PRT2018,10289833,242313116578,23549,1101
Portugal,PRT2019,10289921,239986922639,23323,1080
Portugal,PRT2020,10298186,229031860521,22240,1085
Portugal,PRT2021,10290109,255534839406,24833,1145
Qatar,QAT2000,645947,17759890110,27494,1024
Qatar,QAT2001,678838,17538461538,25836,827
Qatar,QAT2002,713195,19363736264,27151,1044
Qatar,QAT2003,748535,23533791209,31440,1061
Qatar,QAT2004,777951,31734065934,40792,1412
Qatar,QAT2005,848718,44530494505,52468,2084
Qatar,QAT2008,1444287,115270054945,79811,3374
Qatar,QAT2009,1610281,97798351648,60734,2073
Qatar,QAT2010,1713512,125122306346,73021,3315
Qatar,QAT2011,1804175,167775268626,92993,3731
Qatar,QAT2012,1905670,186833502363,98041,3439
Qatar,QAT2013,2035509,198727642967,97630,3977
Qatar,QAT2014,2214471,206224598571,93126,3358
Qatar,QAT2017,2711764,161099122225,59408,1763
Qatar,QAT2019,2807242,176371267692,62827,1762
Qatar,QAT2020,2760390,144411363352,52316,1692
Romania,ROU2000,21919882,37253739511,1700,49
Romania,ROU2001,21797588,40395116581,1853,61
Romania,ROU2002,21653530,46065502703,2127,75
Romania,ROU2003,21481322,57806384143,2691,95
Romania,ROU2004,21289292,74973656852,3522,117
Romania,ROU2005,21092264,98454380120,4668,163
Romania,ROU2006,20909406,122023735993,5836,251
Romania,ROU2007,20744226,174588782939,8416,349
Romania,ROU2008,20597516,214317202478,10405,426
Romania,ROU2009,20466318,174102268535,8507,340
Romania,ROU2010,20335212,170029359011,8361,286
Romania,ROU2011,20220286,192613579706,9526,278
Romania,ROU2012,20137112,179132893143,8896,251
Romania,ROU2013,20066550,189789258566,9458,290
Romania,ROU2014,19995836,199713780259,9988,312
Romania,ROU2015,19906078,177883883009,8936,278
Romania,ROU2016,19797820,185287630540,9359,283
Romania,ROU2017,19698852,210147163770,10668,333
Romania,ROU2018,19606778,243316029944,12410,412
Romania,ROU2019,19524212,251017797625,12857,459
Romania,ROU2020,19442040,251362514350,12929,464
Romania,ROU2021,19328558,285810244502,14787,481
Rwanda,RWA2000,8109994,2068837212,255,9
Rwanda,RWA2001,8223950,1966600292,239,12
Rwanda,RWA2007,9523177,4070508543,427,17
Rwanda,RWA2008,9781999,5179853221,530,19
Rwanda,RWA2010,10309032,6124756894,594,28
Rwanda,RWA2011,10576932,6884912957,651,29
Rwanda,RWA2012,10840331,7654762345,706,31
Rwanda,RWA2013,11101352,7819963627,704,33
Rwanda,RWA2014,11368450,8238966247,725,30
Rwanda,RWA2015,11642963,8543759089,734,27
Rwanda,RWA2016,11930902,8695272095,729,25
Rwanda,RWA2017,12230343,9252834120,757,24
Rwanda,RWA2018,12531810,9637904553,769,24
Rwanda,RWA2019,12835029,10349299856,806,26
Rwanda,RWA2020,13146367,10174387614,774,26
Rwanda,RWA2021,13461891,11069280277,822,46
Samoa,WSM2000,184022,258856140,1407,51
Samoa,WSM2001,185542,266299591,1435,57
Samoa,WSM2002,186645,281790134,1510,59
Samoa,WSM2008,191791,641346192,3344,171
Samoa,WSM2013,199952,797736334,3990,184
Samoa,WSM2014,201769,796683520,3948,206
Samoa,WSM2015,203586,824150499,4048,187
Samoa,WSM2016,205559,843924797,4106,179
Samoa,WSM2017,207642,884844384,4261,169
Samoa,WSM2018,209715,878448433,4189,178
Samoa,WSM2019,211915,912950466,4308,189
Samoa,WSM2020,214934,868898358,4043,181
San Marino,SMR2019,34203,1616188702,47253,1597
San Marino,SMR2020,34038,1541247884,45280,1551
San Marino,SMR2021,33772,1855382833,54938,1708
Sao Tome and Principe,STP2002,149852,85171074,568,15
Sao Tome and Principe,STP2003,153774,102085769,664,22
Sao Tome and Principe,STP2004,157714,114582284,727,24
Sao Tome and Principe,STP2005,161697,136450662,844,41
Sao Tome and Principe,STP2006,165739,142775104,861,37
Sao Tome and Principe,STP2007,169859,149146919,878,55
Sao Tome and Principe,STP2008,174019,188021165,1080,60
Sao Tome and Principe,STP2009,178145,200668065,1126,120
Sao Tome and Principe,STP2010,182154,190021192,1043,101
Sao Tome and Principe,STP2012,189936,229371348,1208,77
Sao Tome and Principe,STP2013,193765,267041748,1378,82
Sao Tome and Principe,STP2014,197511,293119143,1484,56
Sao Tome and Principe,STP2015,201142,259999643,1293,50
Sao Tome and Principe,STP2016,204640,292267272,1428,74
Sao Tome and Principe,STP2017,208050,322002845,1548,78
Sao Tome and Principe,STP2018,211358,383717328,1815,95
Sao Tome and Principe,STP2019,214612,412976064,1924,114
Sao Tome and Principe,STP2020,218650,471229485,2155,108
Sao Tome and Principe,STP2021,223118,524402451,2350,130
Saudi Arabia,SAU2000,21547398,189514933333,8795,520
Saudi Arabia,SAU2001,22085932,184137600000,8337,644
Saudi Arabia,SAU2002,22623412,189605866667,8381,640
Saudi Arabia,SAU2003,23150850,215807733333,9322,662
Saudi Arabia,SAU2004,23661804,258742133333,10935,686
Saudi Arabia,SAU2005,24397652,328459608764,13463,731
Saudi Arabia,SAU2006,25382870,376900133511,14849,875
Saudi Arabia,SAU2008,27437352,519796800000,18945,973
Senegal,SEN2000,9704291,6013185004,620,15
Senegal,SEN2001,9938028,6507824829,655,16
Senegal,SEN2002,10180944,7006402320,688,18
Senegal,SEN2003,10434505,8768721563,840,23
Senegal,SEN2004,10698699,10076816667,942,29
Senegal,SEN2005,10974066,11009033438,1003,41
Senegal,SEN2006,11263389,11697918243,1039,40
Senegal,SEN2008,11872933,16853989628,1420,57
Senegal,SEN2009,12195028,16145867495,1324,65
Senegal,SEN2010,12530128,16121315909,1287,67
Senegal,SEN2011,12875878,17814283639,1384,68
Senegal,SEN2012,13231840,17660870412,1335,64
Senegal,SEN2013,13595571,18918667725,1392,79
Senegal,SEN2014,13970314,19797253440,1417,81
Senegal,SEN2015,14356191,17774766696,1238,68
Senegal,SEN2016,14751356,19040312333,1291,66
Senegal,SEN2017,15157793,20996562944,1385,64
Senegal,SEN2018,15574910,23116701556,1484,72
Senegal,SEN2019,16000783,23403995992,1463,80
Senegal,SEN2020,16436120,24530513038,1492,85
Senegal,SEN2021,16876726,27520784130,1631,91
Serbia,SRB2007,7758181,43170990616,5565,234
Serbia,SRB2008,7722801,52194221469,6758,289
Serbia,SRB2009,7688037,45162894381,5874,263
Serbia,SRB2010,7653749,41819468692,5464,213
Serbia,SRB2011,7620925,49258136129,6464,274
Serbia,SRB2012,7591357,43309252921,5705,220
Serbia,SRB2016,7493288,40692661657,5431,197
Serbia,SRB2017,7464882,44179075779,5918,220
Serbia,SRB2018,7433825,50640662859,6812,244
Serbia,SRB2019,7401056,51514242939,6960,252
Serbia,SRB2021,7296771,63101042898,8648,285
Seychelles,SYC2006,87110,1081441283,12415,557
Seychelles,SYC2007,88339,1077308814,12195,496
Seychelles,SYC2010,92424,981616542,10621,377
Seychelles,SYC2011,93842,1058918707,11284,409
Seychelles,SYC2012,95319,1089407839,11429,290
Seychelles,SYC2013,96730,1333160407,13782,498
Seychelles,SYC2014,98016,1387577870,14157,560
Seychelles,SYC2015,99260,1432403352,14431,730
Seychelles,SYC2016,100521,1568513348,15604,675
Seychelles,SYC2018,103120,1784313927,17303,699
Sierra Leone,SLE2000,4584074,635874002,139,7
Sierra Leone,SLE2001,4857106,1074851475,221,8
Sierra Leone,SLE2002,5140120,1236235827,241,9
Sierra Leone,SLE2003,5350917,1369685677,256,8
Sierra Leone,SLE2004,5533329,1430217081,258,8
Sierra Leone,SLE2005,5683338,1627058425,286,8
Sierra Leone,SLE2007,5939169,2126679544,358,9
Sierra Leone,SLE2008,6090861,2451896435,403,10
Sierra Leone,SLE2009,6259845,2419014960,386,11
Sierra Leone,SLE2010,6436699,2578159804,401,10
Sierra Leone,SLE2011,6612390,2932274309,443,12
Sierra Leone,SLE2012,6788594,3789251613,558,16
Sierra Leone,SLE2013,6964867,4920343317,706,17
Sierra Leone,SLE2014,7140700,5015180725,702,19
Sierra Leone,SLE2015,7314779,4252029354,581,19
Sierra Leone,SLE2016,7493918,3862721266,515,15
Sierra Leone,SLE2017,7677570,3719443418,484,23
Sierra Leone,SLE2018,7861287,4085114388,520,36
Sierra Leone,SLE2019,8046830,4076578699,507,38
Sierra Leone,SLE2020,8233973,4062906266,493,43
Sierra Leone,SLE2021,8420642,4249234704,505,48
Singapore,SGP2000,4053602,96076539926,23702,787
Singapore,SGP2001,4121341,89793790670,21788,772
Singapore,SGP2002,4176799,92538372870,22155,859
Singapore,SGP2003,4226417,97646401096,23104,920
Singapore,SGP2004,4270407,115033593101,26937,984
Singapore,SGP2005,4344645,127807848728,29417,940
Singapore,SGP2006,4486581,148627286361,33127,947
Singapore,SGP2007,4663262,180941701358,38802,1143
Singapore,SGP2008,4838404,193617323539,40017,1106
Singapore,SGP2009,5010707,194150283772,38747,1166
Singapore,SGP2010,5163585,239807980591,46442,1431
Singapore,SGP2011,5281351,279356499090,52895,1603
Singapore,SGP2012,5381003,295092888077,54840,1684
Singapore,SGP2013,5478063,307576360585,56147,1603
Singapore,SGP2014,5570505,314863580758,56523,1653
Singapore,SGP2015,5650020,307998545269,54513,1561
Singapore,SGP2016,5711936,319053943915,55857,1605
Singapore,SGP2017,5764489,343257164582,59547,1642
Singapore,SGP2018,5814543,376892697588,64819,1852
Singapore,SGP2019,5866408,376901649222,64247,1754
Singapore,SGP2020,5909874,349488382611,59136,1589
Singapore,SGP2021,5941063,434111559283,73070,2071
Slovenia,SVN2001,1982489,20876309970,10530,606
Slovenia,SVN2002,1983769,23489890274,11841,672
Slovenia,SVN2003,1989413,29634713641,14896,850
Slovenia,SVN2004,1996731,34414784504,17236,973
Slovenia,SVN2005,2004780,36206395971,18060,1012
Slovenia,SVN2006,2013577,39481045038,19607,1096
Slovenia,SVN2007,2023230,48067401207,23758,1216
Slovenia,SVN2008,2034037,55779427740,27423,1401
Slovenia,SVN2009,2045578,50567734886,24721,1373
Slovenia,SVN2010,2057294,48208240226,23433,1299
Slovenia,SVN2011,2065457,51583869785,24975,1384
Slovenia,SVN2012,2069365,46577793184,22508,1265
Slovenia,SVN2013,2072374,48415657265,23362,1263
Slovenia,SVN2014,2074923,49997186439,24096,1275
Slovenia,SVN2015,2080865,43107506024,20716,1017
Slovenia,SVN2016,2090020,44766722791,21419,1027
Slovenia,SVN2017,2098396,48589100043,23155,1107
Slovenia,SVN2018,2105931,54177882426,25726,1269
Slovenia,SVN2019,2112905,54386654314,25740,1260
Slovenia,SVN2020,2117648,53734526854,25375,1367
Slovenia,SVN2021,2119408,61832201544,29174,1651
Solomon Islands,SLB2007,504624,695295348,1378,101
Solomon Islands,SLB2008,516010,776337692,1505,104
Solomon Islands,SLB2009,527844,805557563,1526,102
Solomon Islands,SLB2010,540402,898133685,1662,124
Somalia,SOM2017,14864224,8252394373,555,1
Somalia,SOM2018,15411101,8278212314,537,1
Somalia,SOM2019,15981312,9420431258,589,2
South Africa,ZAF2000,46813272,151752757215,3242,159
South Africa,ZAF2001,47229712,135429905923,2867,133
South Africa,ZAF2002,47661516,129087556612,2708,123
South Africa,ZAF2003,48104044,197018965309,4096,178
South Africa,ZAF2004,48556064,255806908595,5268,238
South Africa,ZAF2005,49017156,288867217197,5893,267
South Africa,ZAF2006,49491764,303858675364,6140,278
South Africa,ZAF2008,50565816,316131258616,6252,273
South Africa,ZAF2009,51170780,329754060647,6444,307
South Africa,ZAF2010,51784928,417363822802,8060,414
South Africa,ZAF2011,52443320,458199494831,8737,462
South Africa,ZAF2012,53145036,434400545086,8174,451
South Africa,ZAF2013,53873608,400886013596,7441,398
South Africa,ZAF2014,54729556,381198869776,6965,382
South Africa,ZAF2015,55876504,346709790459,6205,340
South Africa,ZAF2016,56422272,323585509674,5735,312
South Africa,ZAF2017,56641208,381448814653,6734,377
South Africa,ZAF2018,57339632,405260723893,7068,399
South Africa,ZAF2019,58087060,389330032224,6703,397
South Africa,ZAF2020,58801928,338291396027,5753,356
South Africa,ZAF2021,59392256,420117812466,7074,464
South Sudan,SSD2011,10243057,14907308933,1455,14
South Sudan,SSD2013,11106037,18426469017,1659,17
South Sudan,SSD2014,11213286,13962212847,1245,15
South Sudan,SSD2015,11194300,11997800760,1072,16
Spain,ESP2000,40741652,598363313495,14687,612
Spain,ESP2001,40966448,627830029412,15325,630
Spain,ESP2002,41477652,708756677089,17088,707
Spain,ESP2003,42230268,907491523174,21489,897
Spain,ESP2004,42959672,1069055675274,24885,1035
Spain,ESP2005,43685372,1153715822718,26410,1095
Spain,ESP2006,44422824,1260398977832,28373,1187
Spain,ESP2007,45245784,1474002579820,32578,1386
Spain,ESP2008,45966544,1631863493552,35501,1608
Spain,ESP2009,46367772,1491472923707,32166,1580
Spain,ESP2010,46572776,1422108199783,30535,1483
Spain,ESP2011,46729232,1480710495710,31687,1502
Spain,ESP2012,46756084,1324750738725,28333,1270
Spain,ESP2013,46603460,1355579535913,29088,1265
Spain,ESP2014,46464548,1371820537889,29524,1270
Spain,ESP2015,46431344,1196156971280,25762,1104
Spain,ESP2016,46473320,1233554967012,26543,1122
Spain,ESP2017,46584168,1313245330198,28191,1186
Spain,ESP2018,46792044,1421702715218,30383,1270
Spain,ESP2019,47131372,1394320055129,29584,1251
Spain,ESP2020,47363808,1278128867875,26985,1322
Spain,ESP2021,47486932,1445651653605,30443,1385
Sri Lanka,LKA2009,20482484,42066224093,2054,42
Sri Lanka,LKA2010,20668556,58636161082,2837,47
Sri Lanka,LKA2011,20859746,67753284044,3248,57
Sri Lanka,LKA2012,21017150,70447216891,3352,49
Sri Lanka,LKA2013,21131762,77000578167,3644,57
Sri Lanka,LKA2014,21239448,82528535714,3886,72
Sri Lanka,LKA2015,21336692,85140955389,3990,84
Sri Lanka,LKA2016,21425494,88012282206,4108,133
Sri Lanka,LKA2017,21506816,94376237797,4388,114
Sri Lanka,LKA2018,21580712,94493871201,4379,87
Sri Lanka,LKA2020,21715076,84304298771,3882,60
Sri Lanka,LKA2021,21773438,88609332762,4070,61
Sudan,SDN2000,26298778,12257299147,466,5
Sudan,SDN2002,27570326,18137128388,658,8
Sudan,SDN2004,28831556,26646007251,924,12
Sudan,SDN2005,29540584,35182711988,1191,14
Sudan,SDN2006,30332970,45263831634,1492,23
Sudan,SDN2008,32065240,64833083257,2022,37
Sudan,SDN2009,32948156,51621044077,1567,32
Suriname,SUR2015,575478,5126237646,8908,492
Suriname,SUR2016,581462,3317421648,5705,322
Suriname,SUR2017,587566,3591679431,6113,334
Suriname,SUR2018,593729,3996198867,6731,331
Suriname,SUR2020,607068,2911807496,4797,255
Sweden,SWE2000,8871042,262835454367,29628,1997
Sweden,SWE2001,8896748,242395852494,27245,1803
Sweden,SWE2002,8926011,266849061836,29896,2070
Sweden,SWE2003,8961506,334337212322,37308,2534
Sweden,SWE2004,9004263,385118044877,42771,2850
Sweden,SWE2005,9051739,392218088879,43331,2819
Sweden,SWE2006,9104724,423093437424,46470,2957
Sweden,SWE2007,9164274,491252589217,53605,3308
Sweden,SWE2008,9229282,517706149201,56094,3559
Sweden,SWE2009,9301413,436537014294,46932,3168
Sweden,SWE2010,9381722,495812558843,52849,3447
Sweden,SWE2011,9467384,574094112973,60639,3861
Sweden,SWE2012,9555984,552483727283,57815,4358
Sweden,SWE2013,9648935,586841821797,60819,4629
Sweden,SWE2014,9747507,581964017237,59704,4522
Sweden,SWE2015,9849344,505103781350,51283,3817
Sweden,SWE2016,9953322,515654671470,51807,3947
Sweden,SWE2017,10058191,541018749769,53789,4071
Sweden,SWE2018,10162300,555455371487,54658,4176
Sweden,SWE2019,10267922,533879529188,51995,3972
Sweden,SWE2020,10368968,547054174236,52759,4181
Sweden,SWE2021,10467095,639714956069,61117,4064
Switzerland,CHE2000,7182052,279216033870,38877,1811
Switzerland,CHE2001,7224413,286582672434,39669,1913
Switzerland,CHE2002,7276479,309301422430,42507,2201
Switzerland,CHE2003,7330729,362075086508,49391,2659
Switzerland,CHE2004,7381153,403912891033,54722,2908
Switzerland,CHE2005,7428437,418284865885,56309,2863
Switzerland,CHE2006,7475014,441634672197,59081,2860
Switzerland,CHE2007,7541909,490740715595,65069,2983
Switzerland,CHE2008,7638288,567267767519,74266,3533
Switzerland,CHE2009,7734402,554212916092,71656,3529
Switzerland,CHE2010,7822444,598851028907,76555,3676
Switzerland,CHE2011,7910988,715888126682,90493,4395
Switzerland,CHE2012,7995738,686420221558,85848,4205
Switzerland,CHE2013,8088370,706234937371,87315,4291
Switzerland,CHE2014,8187792,726537808338,88734,4375
Switzerland,CHE2015,8281735,694118186380,83813,4187
Switzerland,CHE2016,8372902,687895460903,82157,4093
Switzerland,CHE2017,8451688,695200833086,82256,4127
Switzerland,CHE2018,8514431,725568717468,85216,4201
Switzerland,CHE2019,8575593,721369112727,84119,4218
Switzerland,CHE2020,8638609,741999406006,85893,4545
Switzerland,CHE2021,8691409,813408787222,93588,5250
Tajikistan,TJK2000,6273001,860541842,137,3
Tajikistan,TJK2001,6408813,1080772551,169,4
Tajikistan,TJK2002,6541758,1221106220,187,5
Tajikistan,TJK2003,6672497,1555318261,233,6
Tajikistan,TJK2004,6801206,2076176869,305,8
Tajikistan,TJK2005,6929153,2312352021,334,12
